Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
499,Manu Koné,MF,fr France,25,1.it Roma,2001,5,4,385,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
500,Ezri Konsa,DF,eng England,28,1.eng Aston Villa,1997,8,7,647,7.2,1,0,1,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Teun Koopmeiners,"DF,MF",nl Netherlands,28,1.it Juventus,1998,4,0,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,Odilon Kossounou,DF,ci Côte d'Ivoire,25,1.it Atalanta,2001,4,3,272,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
503,Kalidou Koulibaly,DF,sn Senegal,34,1.sa Al-Hilal,1991,2,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Jules Koundé,DF,fr France,27,1.es Barcelona,1998,8,7,599,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Mateo Kova?i?,MF,hr Croatia,32,1.eng Manchester City,1994,4,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
506,Matej Kovar,GK,cz Czechia,26,1.nl PSV,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
507,Andrej Kramari?,"FW,MF",hr Croatia,34,1.de Hoffenheim,1991,3,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Ladislav Krej?í,DF,cz Czechia,27,1.eng Wolves,1999,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
509,Takefusa Kubo,MF,jp Japan,25,1.es Real Sociedad,2001,1,1,74,0.8,0,1,1,0,0,0,0,0,0,1.22,1.22,0,1.22,Matches
510,Brandley Kuwas,"FW,MF",cw Curaçao,33,1.nl Volendam,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
511,Prince Kwabena Adu,FW,gh Ghana,22,1.cz Viktoria Plze?,2003,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Maxence Lacroix,DF,fr France,26,1.eng Crystal Palace,2000,3,2,241,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
513,Gustaf Lagerbielke,DF,se Sweden,26,1.pt Braga,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
514,Konrad Laimer,"MF,DF",at Austria,29,1.de Bayern Munich,1997,4,4,360,4,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
515,Ali Lajami,DF,sa Saudi Arabia,30,1.sa Al-Hilal,1996,3,1,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,Senne Lammens,GK,be Belgium,23,1.eng Manchester Utd,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
517,Noa Lang,"FW,MF",nl Netherlands,26,1.tr Galatasaray,1999,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Sondre Langås,DF,no Norway,25,2.eng Derby County,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
519,Aymeric Laporte,DF,es Spain,32,1.es Athletic Club,1994,8,8,727,8.1,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
520,Cyle Larin,FW,ca Canada,31,1.es Mallorca,1995,4,2,190,2.1,2,0,2,2,0,0,2,0,0.95,0,0.95,0.95,0.95,Matches
521,Richie Laryea,DF,ca Canada,31,1.us Toronto FC,1995,5,5,429,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
522,Mohanad Lasheen,MF,eg Egypt,30,,1996,4,4,359,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
523,Issa Laye,"MF,DF",qa Qatar,28,1.qa Al-Arabi,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
524,Rafael Leão,MF,pt Portugal,27,1.it Milan,1999,5,1,158,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.14,0.57,1.14,Matches
525,Mathew Leckie,MF,au Australia,35,1.au Melb City,1991,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Jefferson Lerma,MF,co Colombia,31,1.eng Crystal Palace,1994,5,5,410,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
527,Jamie Leweling,"FW,MF",de Germany,25,1.de Stuttgart,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Philipp Lienhart,DF,at Austria,29,1.de Freiburg,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Victor Lindelöf,"DF,MF",se Sweden,31,1.eng Aston Villa,1994,4,4,356,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Erik Lira,MF,mx Mexico,26,1.mx Cruz Azul,2000,4,4,345,3.8,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
531,Dominik Livakovi?,GK,hr Croatia,31,1.hr Dinamo Zagreb,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
532,Dailon Livramento,FW,cv Cabo Verde,25,1.pt Casa Pia,2001,3,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Marcos Llorente,DF,es Spain,31,1.es Atlético Madrid,1995,3,2,187,2.1,0,1,1,0,0,0,0,0,0,0.48,0.48,0,0.48,Matches
534,Giovani Lo Celso,MF,ar Argentina,30,1.es Real Betis,1996,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0,1.53,1.53,1.53,Matches
535,Jürgen Locadia,FW,cw Curaçao,32,2.us Miami FC,1993,3,3,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Azarías Londoño,MF,pa Panama,24,1.ec Univ Católica,2001,3,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
537,Sidny Lopes Cabral,DF,cv Cabo Verde,23,1.pt Benfica,2002,3,3,285,3.2,1,0,1,1,0,0,2,0,0.32,0,0.32,0.32,0.32,Matches
538,Flaco López,FW,ar Argentina,25,1.br Palmeiras,2000,2,0,20,0.2,0,1,1,0,0,0,1,0,0,4.5,4.5,0,4.5,Matches
539,Derrick Luckassen,DF,gh Ghana,30,1.cy Pafos FC,1995,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
540,Jhon Lucumí,DF,co Colombia,27,1.it Bologna,1998,5,5,478,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
541,José Luis Rodríguez,"MF,FW",pa Panama,27,1.mx FC Juárez,1998,3,3,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Romelu Lukaku,FW,be Belgium,33,1.it Napoli,1993,6,1,233,2.6,3,1,4,3,0,0,1,0,1.16,0.39,1.55,1.16,1.55,Matches
543,Dodi Lukebakio,MF,be Belgium,28,1.pt Benfica,1997,3,1,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
544,Jovo Luki?,FW,ba Bosnia–Herz,27,1.ro Univ. Cluj,1998,2,1,67,0.7,1,0,1,1,0,0,1,0,1.34,0,1.34,1.34,1.34,Matches
545,Awer Mabil,"FW,MF",au Australia,30,2.es Castellón,1995,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
546,Alexis Mac Allister,MF,ar Argentina,27,1.eng Liverpool,1998,8,7,750,8.3,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches
547,Deiver Machado,DF,co Colombia,32,1.fr Nantes,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Shuto Machino,FW,jp Japan,26,1.de Gladbach,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Assim Madibo,MF,qa Qatar,29,1.qa Al-Wakrah,1996,2,2,131,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
550,Noni Madueke,MF,eng England,24,1.eng Arsenal,2002,5,4,286,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Daizen Maeda,MF,jp Japan,28,1.sct Celtic,1997,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
552,Gabriel Magalhães,DF,br Brazil,28,1.eng Arsenal,1997,5,5,450,5,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
553,Ermin Mahmi?,MF,ba Bosnia–Herz,21,1.cz Slovan Liberec,2005,3,0,68,0.8,2,0,2,2,0,0,1,0,2.65,0,2.65,2.65,2.65,Matches
554,Hadj Mahmoud,MF,tn Tunisia,26,1.ch Lugano,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
555,Riyad Mahrez,MF,dz Algeria,35,1.sa Al-Ahli,1991,4,3,262,2.9,2,1,3,2,0,0,0,0,0.69,0.34,1.03,0.69,1.03,Matches
556,Alexandro Maidana,DF,py Paraguay,20,1.ar Talleres–C,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Mike Maignan,GK,fr France,30,1.it Milan,1995,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
558,Evidence Makgopa,FW,za South Africa,26,1.za Orlando Pirates,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
559,Ahmed Maknzi,DF,iq Iraq,24,1.iq Al-Karma,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
560,Donyell Malen,FW,nl Netherlands,27,1.it Roma,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Arjan Malic,DF,ba Bosnia–Herz,20,1.at Sturm Graz,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
562,Mohamed Manai,DF,qa Qatar,23,1.qa Al-Shamal Sports Club,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
563,Aïssa Mandi,DF,dz Algeria,34,1.fr Lille,1991,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
564,Sadio Mané,"MF,FW",sn Senegal,34,1.sa Al-Nassr,1992,4,4,362,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
565,Juan Manuel Sanabria,DF,uy Uruguay,26,1.mx Atlético San Luis,2000,3,2,204,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
566,Johan Manzambi,"MF,FW",ch Switzerland,20,1.de Freiburg,2005,4,2,199,2.2,3,2,5,3,0,0,0,0,1.36,0.9,2.26,1.36,2.26,Matches
567,Mahmoud Al-Mardi,MF,jo Jordan,32,1.jo Al-Hussein SC,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
568,Jearl Margaritha,"FW,MF",cw Curaçao,26,2.be Beveren,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
569,Omar Marmoush,"FW,MF",eg Egypt,27,1.eng Manchester City,1999,5,3,326,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
570,Marquinhos,DF,br Brazil,32,1.fr PSG,1994,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Gabriel Martinelli,MF,br Brazil,24,1.eng Arsenal,2001,4,1,143,1.6,1,0,1,1,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
572,Guillermo Martínez Ayala,FW,mx Mexico,31,1.mx UNAM,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Cristian Martínez,"MF,FW",pa Panama,29,1.il Kiryat Shmona,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
574,Emiliano Martínez,GK,ar Argentina,33,1.eng Aston Villa,1992,8,8,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
575,Lautaro Martínez,FW,ar Argentina,28,1.it Inter,1997,7,4,310,3.4,3,1,4,2,1,1,1,0,0.87,0.29,1.16,0.58,0.87,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Lisandro Martínez,DF,ar Argentina,28,1.eng Manchester Utd,1998,7,7,624,6.9,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches
577,Thapelo Maseko,"MF,FW",za South Africa,22,1.cy AEL Limassol,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
578,Hazem Mastouri,FW,tn Tunisia,28,1.ru D. Makhachkala,1997,1,1,89,1,1,0,1,1,0,0,0,0,1.01,0,1.01,1.01,1.01,Matches
579,Arthur Masuaku,DF,cd Congo DR,32,1.fr Lens,1993,4,4,315,3.5,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
580,Igor Matanovi?,FW,hr Croatia,23,1.de Freiburg,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
581,Pape Matar Sarr,MF,sn Senegal,23,1.eng Tottenham,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
582,Jean-Philippe Mateta,FW,fr France,28,1.eng Crystal Palace,1997,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
583,Mauricio,MF,py Paraguay,25,1.br Palmeiras,2001,4,0,173,1.9,1,0,1,1,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
584,Fiston Mayele,FW,cd Congo DR,31,1.eg Pyramids FC,1994,2,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0,2.14,2.14,2.14,Matches
585,Ibrahim Maza,"MF,FW",dz Algeria,20,1.de Leverkusen,2005,4,4,351,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Noussair Mazraoui,DF,ma Morocco,28,1.eng Manchester Utd,1997,6,5,477,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
587,Kylian Mbappé,FW,fr France,27,1.es Real Madrid,1998,8,8,695,7.7,10,4,14,9,1,2,1,0,1.29,0.52,1.81,1.17,1.68,Matches
588,Thalente Mbatha,MF,za South Africa,26,1.za Orlando Pirates,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
589,Ibrahim Mbaye,MF,sn Senegal,18,1.fr PSG,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57,Matches
590,Chancel Mbemba,DF,cd Congo DR,31,1.fr Lille,1994,4,4,360,4,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
591,Mbekezeli Mbokazi,DF,za South Africa,20,1.us Chicago Fire,2005,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
592,Nathanaël Mbuku,"MF,FW",cd Congo DR,24,2.fr Montpellier,2002,3,2,143,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
593,Callum McCowatt,MF,nz New Zealand,27,1.dk Silkeborg,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
594,John McGinn,MF,sct Scotland,31,1.eng Aston Villa,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
595,Scott McKenna,DF,sct Scotland,29,1.hr Dinamo Zagreb,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
596,Weston McKennie,MF,us USA,27,1.it Juventus,1998,5,5,443,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
597,Mark McKenzie,DF,us USA,27,1.fr Toulouse,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
598,Kenny McLean,MF,sct Scotland,34,2.eng Norwich City,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
599,Scott McTominay,MF,sct Scotland,29,1.it Napoli,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Brandon Mechele,DF,be Belgium,33,1.be Club Brugge,1993,6,6,570,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Facundo Medina,DF,ar Argentina,27,1.fr Marseille,1999,5,3,308,3.4,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,Matches
602,Yaimar Medina,"DF,MF",ec Ecuador,21,1.be Genk,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
603,Hannibal Mejbri,MF,tn Tunisia,23,1.eng Burnley,2003,3,3,270,3,0,2,2,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
604,Amar Memi?,MF,ba Bosnia–Herz,25,1.cz Viktoria Plze?,2001,4,2,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
605,Memphis,"FW,MF",nl Netherlands,32,1.br Corinthians,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0,1.67,1.67,0,1.67,Matches
606,Sultan Mendash,MF,sa Saudi Arabia,31,1.sa Al-Hilal,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
607,Lucas Mendes,DF,qa Qatar,35,1.qa Al-Wakrah,1990,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
608,Nuno Mendes,DF,pt Portugal,23,1.fr PSG,2002,5,5,395,4.4,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
609,Ryan Mendes,"FW,MF",cv Cabo Verde,36,2.tr 76 I?d?r Belediyespor,1990,4,4,330,3.7,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
610,Édouard Mendy,GK,sn Senegal,34,1.sa Al-Ahli,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
611,Gideon Mensah,DF,gh Ghana,27,1.fr Auxerre,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Mikel Merino,MF,es Spain,29,1.eng Arsenal,1996,8,1,199,2.2,2,0,2,2,0,0,0,0,0.9,0,0.9,0.9,0.9,Matches
613,Lionel Messi,FW,ar Argentina,38,1.us Inter Miami,1987,8,7,740,8.2,8,4,12,8,0,2,0,0,0.97,0.49,1.46,0.97,1.46,Matches
614,Connor Metcalfe,MF,au Australia,26,1.de St Pauli,1999,4,3,315,3.5,1,0,1,1,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
615,Thomas Meunier,DF,be Belgium,34,1.fr Lille,1991,3,2,190,2.1,0,1,1,0,0,0,0,0,0,0.47,0.47,0,0.47,Matches
616,Liam Millar,MF,ca Canada,26,2.eng Hull City,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
617,Kim Min-jae,DF,kr Korea Republic,29,1.de Bayern Munich,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
618,Yerry Mina,DF,co Colombia,31,1.it Cagliari,1994,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
619,Alan Minda,MF,ec Ecuador,23,1.br Atlético Mineiro,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
620,Aubrey Modiba,DF,za South Africa,30,1.za Sundowns,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
621,Luka Modri?,MF,hr Croatia,40,1.it Milan,1985,4,4,317,3.5,0,1,1,0,0,0,1,0,0,0.28,0.28,0,0.28,Matches
622,Relebohile Mofokeng,MF,za South Africa,21,1.za Orlando Pirates,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
623,Shahriar Moghanlou,FW,ir IR Iran,31,1.ae Al-Ittihad Kalba,1994,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
624,Milad Mohammadi,DF,ir IR Iran,32,1.ir Persepolis,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
625,Mohammad Mohebi,MF,ir IR Iran,27,1.ru Rostov,1998,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Johan Mojica,DF,co Colombia,33,1.es Mallorca,1992,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
627,Teboho Mokoena,MF,za South Africa,29,1.za Sundowns,1997,3,3,270,3,1,0,1,0,1,1,2,0,0.33,0,0.33,0,0,Matches
628,Nahuel Molina,DF,ar Argentina,28,1.es Atlético Madrid,1998,7,5,528,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
629,Jamiro Monteiro,MF,cv Cabo Verde,32,1.nl Zwolle,1993,4,3,281,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
630,César Montes,DF,mx Mexico,29,1.ru Loko Moscow,1997,4,4,314,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
631,Gonzalo Montiel,DF,ar Argentina,29,1.ar River Plate,1997,6,2,192,2.1,0,1,1,0,0,0,1,0,0,0.47,0.47,0,0.47,Matches
632,Kim Moon-hwan,MF,kr Korea Republic,30,1.kr Daejeon Hana,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
633,Gilberto Mora,MF,mx Mexico,17,1.mx Tijuana,2008,4,3,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
634,Diego Moreira,MF,be Belgium,21,1.fr Strasbourg,2004,1,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
635,Steven Moreira,DF,cv Cabo Verde,31,1.us Columbus Crew,1994,4,3,301,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
636,Tshepang Moremi,MF,za South Africa,25,1.za Orlando Pirates,2000,2,0,34,0.4,0,1,1,0,0,0,0,0,0,2.65,2.65,0,2.65,Matches
637,Orlando Mosquera,GK,pa Panama,31,1.sa Al-Fayha,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
638,Samir El Mourabet,MF,ma Morocco,20,1.fr Strasbourg,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
639,Samuel Moutoussamy,MF,cd Congo DR,29,1.gr Atromitos,1996,4,4,330,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
640,Akmal Mozgovoy,MF,uz Uzbekistan,27,1.uz Pakhtakor Tashkent FK,1999,3,2,216,2.4,0,1,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
641,Lionel Mpasi,GK,cd Congo DR,31,1.fr Le Havre,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
642,Khuliso Mudau,DF,za South Africa,31,1.za Sundowns,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
643,Tarik Muharemovic,DF,ba Bosnia–Herz,23,1.it Sassuolo,2003,3,3,259,2.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
644,Miro Muheim,"DF,MF",ch Switzerland,28,1.de Hamburger SV,1998,3,0,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
645,Ngal'Ayel Mukau,MF,cd Congo DR,21,1.fr Lille,2004,4,3,195,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
646,Mert Müldür,DF,tr Türkiye,27,1.tr Fenerbahçe,1999,3,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
647,Daniel Muñoz,DF,co Colombia,30,1.eng Crystal Palace,1996,5,4,394,4.4,2,0,2,2,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
648,Petar Musa,FW,hr Croatia,28,1.us FC Dallas,1998,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0,0.82,0.82,0.82,Matches
649,Jamal Musiala,MF,de Germany,23,1.de Bayern Munich,2003,4,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
650,Fernando Muslera,GK,uy Uruguay,39,1.tr Galatasaray,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Phillipp Mwene,DF,at Austria,32,1.de Mainz 05,1994,2,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
652,David Møller Wolfe,DF,no Norway,24,1.eng Wolves,2002,5,5,430,4.8,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
653,Y?to Nagatomo,"DF,MF",jp Japan,39,1.jp FC Tokyo,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
654,Keito Nakamura,MF,jp Japan,25,2.fr Reims,2000,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,Matches
655,Abdallah Nasib,DF,jo Jordan,32,1.iq Al-Zawra'a SC,1994,3,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
656,Sherzod Nasrullaev,"DF,MF",uz Uzbekistan,27,1.uz FC Nasaf,1998,3,3,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
657,Duckens Nazon,"FW,MF",ht Haiti,32,1.ir Esteghlal,1994,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
658,Iliman Ndiaye,FW,sn Senegal,26,1.eng Everton,2000,3,1,114,1.3,1,2,3,1,0,0,0,0,0.79,1.58,2.37,0.79,2.37,Matches
659,Dan Ndoye,"MF,FW",ch Switzerland,25,1.eng Nottingham,2000,6,5,406,4.5,2,0,2,2,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
660,Jayden Nelson,"FW,MF",ca Canada,23,1.us Austin FC,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
661,Ali Nemati,DF,ir IR Iran,30,1.ir Foolad,1996,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
662,Abduvohid Nematov,GK,uz Uzbekistan,25,1.uz FC Nasaf,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
663,Pedro Neto,MF,pt Portugal,26,1.eng Chelsea,2000,5,5,350,3.9,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
